purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
INFINITI,FX35,2008,20001.0,1,1,60001 - 80000,M,Twenties,JAPAN,Locomotive Engineers and Operators,3
JEEP,LIBERTY,2012,15001.0,1,1,100001 - 120000,F,Thirties,UNITED STATES,Human Resources Managers,3
TOYOTA,PRIUS C,2013,20001.0,1,1,120001 - 140000,F,Fifties,JAPAN,Marketing Managers,3
TOYOTA,PRIUS,2010,15001.0,0,1,80001 - 100000,F,Forties,JAPAN,"Computer Occupations, All Other",3
MITSUBISHI,ECLIPSE,2012,15001.0,0,1,60001 - 80000,F,Fifties,JAPAN,First-Line Supervisors of Firefighting and Prevention Workers,3
TOYOTA,PRIUS,2011,20001.0,0,1,80001 - 100000,M,Thirties,JAPAN,Veterinarians,3
INFINITI,FX35,2012,35001.0,1,1,20001 - 40000,M,Forties,JAPAN,Gambling Cage Workers,3
TOYOTA,PRIUS V,2012,20001.0,1,1,100001 - 120000,M,Fifties,JAPAN,Nurse Practitioners,3
JEEP,LIBERTY,2011,15001.0,0,1,80001 - 100000,M,Forties,UNITED STATES,"Health Teachers, Postsecondary",3
BMW,128,2010,20001.0,0,1,60001 - 80000,F,Forties,GERMANY,Foresters,3
VOLKSWAGEN,GTI,2011,20001.0,1,1,100001 - 120000,F,Twenties,GERMANY,Nuclear Engineers,3
TOYOTA,PRIUS,2013,20001.0,0,1,100001 - 120000,M,Fifties,JAPAN,Human Resources Managers,3
LEXUS,CT 200H,2012,25001.0,0,1,60001 - 80000,F,Twenties,JAPAN,"Nursing Instructors and Teachers, Postsecondary",3
LEXUS,CT 200H,2013,25001.0,1,1,0 - 20000,F,Sixties,JAPAN,Couriers and Messengers,3
LEXUS,CT 200H,2012,25001.0,1,1,120001 - 140000,F,Forties,JAPAN,Advertising and Promotions Managers,3
SUBARU,OUTBACK,2009,15001.0,0,1,140001 - 160000,M,Sixties,JAPAN,"Dentists, General",3
TOYOTA,PRIUS,2010,20001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Administrative Services and Facilities Managers,3
MINI,COOPER,2011,20001.0,0,1,100001 - 120000,M,Fifties,UNITED KINGDOM,Chemical Engineers,3
TOYOTA,MATRIX,2009,10001.0,1,1,100001 - 120000,F,Fifties,JAPAN,Human Resources Managers,3
MINI,COOPER,2012,25001.0,1,1,200001+,F,Twenties,UNITED KINGDOM,Family Medicine Physicians,3
JEEP,LIBERTY,2012,15001.0,0,1,80001 - 100000,M,Thirties,UNITED STATES,"Transportation, Storage, and Distribution Managers",3
TOYOTA,PRIUS,2010,15001.0,1,1,100001 - 120000,M,Fifties,JAPAN,Software Developers and Software Quality Assurance Analysts and Testers,3
JEEP,LIBERTY,2010,15001.0,0,1,140001 - 160000,M,Forties,UNITED STATES,"Dentists, General",3
AUDI,A7,2012,55001.0,1,1,80001 - 100000,M,Thirties,GERMANY,Legal Occupations,3
TOYOTA,PRIUS PLUG IN HYBRID,2012,25001.0,1,1,140001 - 160000,F,Thirties,JAPAN,Computer and Information Systems Managers,3
JEEP,LIBERTY,2011,15001.0,0,1,80001 - 100000,F,Fifties,UNITED STATES,Miscellaneous Engineers,3
TOYOTA,PRIUS,2012,15001.0,1,1,80001 - 100000,F,Thirties,JAPAN,"Architects, Except Landscape and Naval",3
TOYOTA,PRIUS,2010,15001.0,0,1,80001 - 100000,F,Fifties,JAPAN,Database Administrators and Architects,3
HONDA,FIT,2008,10001.0,1,1,60001 - 80000,U,Twenties,JAPAN,Credit Analysts,3
MINI,COOPER,2010,15001.0,0,1,100001 - 120000,F,Thirties,UNITED KINGDOM,"Electronics Engineers, Except Computer",3
JEEP,LIBERTY,2011,15001.0,1,1,60001 - 80000,M,Twenties,UNITED STATES,Epidemiologists,3
VOLKSWAGEN,GTI,2012,20001.0,1,1,80001 - 100000,M,Thirties,GERMANY,"Engineering and Architecture Teachers, Postsecondary",3
JEEP,LIBERTY,2012,15001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,Conservation Scientists,3
BMW,128,2008,20001.0,1,1,80001 - 100000,M,Thirties,GERMANY,"Anthropology and Archeology Teachers, Postsecondary",3
TOYOTA,PRIUS C,2013,15001.0,1,1,60001 - 80000,F,Fifties,JAPAN,First-Line Supervisors of Non-Retail Sales Workers,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,1,1,100001 - 120000,F,Thirties,UNITED STATES,Miscellaneous Physical Scientists,3
JEEP,LIBERTY,2008,15001.0,1,1,140001 - 160000,F,Forties,UNITED STATES,Architectural and Engineering Managers,3
BMW,128,2011,20001.0,1,1,140001 - 160000,M,Thirties,GERMANY,Architectural and Engineering Managers,3
TOYOTA,YARIS,2010,10001.0,1,1,60001 - 80000,F,Thirties,JAPAN,Chiropractors,3
INFINITI,FX35,2010,30001.0,0,1,80001 - 100000,M,Fifties,JAPAN,"Computer Occupations, All Other",3
TOYOTA,PRIUS,2010,20001.0,0,1,60001 - 80000,F,Forties,JAPAN,"Social Work Teachers, Postsecondary",3
MINI,COOPER,2010,15001.0,1,1,100001 - 120000,F,Thirties,UNITED KINGDOM,Economists,3
JEEP,LIBERTY,2012,20001.0,0,1,60001 - 80000,M,Twenties,UNITED STATES,"Securities, Commodities, and Financial Services Sales Agents",3
MINI,COOPER,2009,15001.0,1,1,140001 - 160000,M,Fifties,UNITED KINGDOM,"Dentists, All Other Specialists",3
SUBARU,OUTBACK,2011,25001.0,1,1,120001 - 140000,F,Forties,JAPAN,Natural Sciences Managers,3
VOLKSWAGEN,GTI,2012,20001.0,0,1,140001 - 160000,M,Twenties,GERMANY,"Airline Pilots, Copilots, and Flight Engineers",3
HONDA,FIT,2011,15001.0,1,1,200001+,M,Forties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
VOLKSWAGEN,GTI,2011,20001.0,1,1,60001 - 80000,M,Fifties,GERMANY,"Family and Consumer Sciences Teachers, Postsecondary",3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,0,180001 - 200000,M,Fifties,UNITED STATES,Chief Executives,3
MAZDA,MAZDA2,2011,10001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Mechanical Engineers,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,F,Thirties,JAPAN,First-Line Supervisors of Firefighting and Prevention Workers,3
TOYOTA,PRIUS,2010,15001.0,1,1,180001 - 200000,M,Forties,JAPAN,Chief Executives,3
INFINITI,FX35,2011,35001.0,1,1,80001 - 100000,M,Forties,JAPAN,Industrial-Organizational Psychologists,3
CHEVROLET,CAPTIVA SPORT,2013,20001.0,0,1,80001 - 100000,M,Forties,UNITED STATES,Power Plant Operators,3
TOYOTA,PRIUS,2010,15001.0,1,1,100001 - 120000,M,Twenties,JAPAN,Aerospace Engineers,3
JEEP,LIBERTY,2012,15001.0,1,1,80001 - 100000,M,Thirties,UNITED STATES,Construction Managers,3
JEEP,LIBERTY,2012,15001.0,1,1,80001 - 100000,F,Sixties,UNITED STATES,Miscellaneous Engineers,3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,F,Thirties,JAPAN,Information Security Analysts,3
NISSAN,MURANO CROSS CABRIOLET,2012,25001.0,1,0,60001 - 80000,F,Forties,JAPAN,Registered Nurses,3
VOLVO,V50,2008,10001.0,1,1,60001 - 80000,M,Thirties,SWEDEN,Market Research Analysts and Marketing Specialists,3
MINI,COOPER,2011,25001.0,1,1,80001 - 100000,F,Fifties,UNITED KINGDOM,Physical Scientists,3
TOYOTA,PRIUS,2010,15001.0,1,1,140001 - 160000,M,Thirties,JAPAN,Architectural and Engineering Managers,3
HONDA,FIT,2010,15001.0,1,1,60001 - 80000,U,Forties,JAPAN,Air Transportation Workers,3
INFINITI,FX35,2008,20001.0,0,1,60001 - 80000,F,Forties,JAPAN,Special Education Teachers,3
BMW,128,2009,20001.0,1,1,80001 - 100000,F,Twenties,GERMANY,Computer Programmers,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,U,Twenties,JAPAN,Aircraft Mechanics and Service Technicians,3
BMW,128,2009,25001.0,0,1,140001 - 160000,F,Forties,GERMANY,Dentists,3
TOYOTA,YARIS,2008,10001.0,1,1,60001 - 80000,M,Fifties,JAPAN,Credit Analysts,3
HONDA,FIT,2011,15001.0,0,1,80001 - 100000,M,Twenties,JAPAN,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",3
TOYOTA,PRIUS,2012,20001.0,0,1,60001 - 80000,F,Fifties,JAPAN,"Life Scientists, All Other",3
VOLKSWAGEN,R32,2008,20001.0,0,1,200001+,M,Forties,GERMANY,Family Medicine Physicians,3
TOYOTA,PRIUS,2010,20001.0,1,1,60001 - 80000,M,Thirties,JAPAN,Electrical Power-Line Installers and Repairers,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,0,1,60001 - 80000,U,Twenties,UNITED STATES,Market Research Analysts and Marketing Specialists,3
TOYOTA,PRIUS,2012,20001.0,1,1,120001 - 140000,F,Sixties,JAPAN,Marketing Managers,3
VOLKSWAGEN,GTI,2010,15001.0,1,1,100001 - 120000,M,Twenties,GERMANY,Human Resources Managers,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,Conservation Scientists,3
JEEP,LIBERTY,2011,15001.0,1,1,80001 - 100000,M,Thirties,UNITED STATES,"Environmental Science Teachers, Postsecondary",3
NISSAN,CUBE,2011,15001.0,1,1,60001 - 80000,U,Forties,JAPAN,Artists and Related Workers,3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,U,Thirties,JAPAN,First-Line Supervisors of Correctional Officers,3
VOLKSWAGEN,GTI,2007,15001.0,1,1,100001 - 120000,M,Forties,GERMANY,Astronomers,3
JEEP,LIBERTY,2010,20001.0,1,1,80001 - 100000,U,Thirties,UNITED STATES,Operations Research Analysts,3
SUBARU,OUTBACK,2010,20001.0,1,1,80001 - 100000,M,Forties,JAPAN,"Political Science Teachers, Postsecondary",3
TOYOTA,PRIUS,2008,15001.0,0,1,140001 - 160000,M,Thirties,JAPAN,"Dentists, General",3
JEEP,LIBERTY,2012,20001.0,0,1,60001 - 80000,M,Sixties,UNITED STATES,"Special Education Teachers, All Other",3
TOYOTA,PRIUS,2010,20001.0,0,1,80001 - 100000,F,Fifties,JAPAN,Computer Programmers,3
JEEP,LIBERTY,2012,20001.0,1,1,60001 - 80000,F,Fifties,UNITED STATES,"Insurance Appraisers, Auto Damage",3
CHEVROLET,VOLT,2012,25001.0,1,1,60001 - 80000,M,Forties,UNITED STATES,Miscellaneous Plant and System Operators,3
VOLKSWAGEN,GTI,2011,20001.0,0,1,200001+,F,Fifties,GERMANY,Family Medicine Physicians,3
INFINITI,FX35,2012,30001.0,1,1,80001 - 100000,F,Forties,JAPAN,Materials Engineers,3
JEEP,LIBERTY,2012,15001.0,0,1,60001 - 80000,M,Twenties,UNITED STATES,First-Line Supervisors of Construction Trades and Extraction Workers,3
JEEP,LIBERTY,2009,15001.0,0,1,60001 - 80000,U,Forties,UNITED STATES,"Math and Computer Science Teachers, Postsecondary",3
TOYOTA,PRIUS,2009,15001.0,1,1,80001 - 100000,M,Twenties,JAPAN,Geographers,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,1,1,60001 - 80000,U,Twenties,UNITED STATES,Signal and Track Switch Repairers,3
SUBARU,OUTBACK,2011,20001.0,0,1,140001 - 160000,U,Thirties,JAPAN,"Dentists, All Other Specialists",3
MITSUBISHI,ECLIPSE,2012,15001.0,0,1,60001 - 80000,U,Twenties,JAPAN,Aerospace Engineering and Operations Technologists and Technicians,3
AUDI,A7,2012,50001.0,1,1,140001 - 160000,F,Forties,GERMANY,Dentists,3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,F,Forties,JAPAN,"Biological Scientists, All Other",3
JEEP,LIBERTY,2011,15001.0,0,1,180001 - 200000,M,Forties,UNITED STATES,Chief Executives,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,M,Fifties,JAPAN,"Securities, Commodities, and Financial Services Sales Agents",3
NISSAN,CUBE,2009,15001.0,0,1,80001 - 100000,F,Forties,JAPAN,Psychologists,3
VOLKSWAGEN,GOLF,2011,20001.0,1,1,100001 - 120000,M,Forties,GERMANY,"Software and Web Developers, Programmers, and Testers",3
JEEP,LIBERTY,2012,15001.0,0,1,180001 - 200000,M,Thirties,UNITED STATES,Chief Executives,3
TOYOTA,PRIUS,2011,15001.0,1,1,80001 - 100000,M,Thirties,JAPAN,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,0,1,140001 - 160000,M,Forties,UNITED STATES,Computer and Information Systems Managers,3
NISSAN,MURANO CROSS CABRIOLET,2011,25001.0,0,1,200001+,M,Fifties,JAPAN,General Internal Medicine Physicians,3
VOLKSWAGEN,RABBIT,2008,10001.0,0,1,100001 - 120000,M,Fifties,GERMANY,Nurse Practitioners,3
MINI,COOPER,2011,20001.0,1,1,60001 - 80000,F,Twenties,UNITED KINGDOM,Railroad Conductors and Yardmasters,3
JEEP,LIBERTY,2012,15001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,Atmospheric and Space Scientists,3
VOLKSWAGEN,GTI,2010,15001.0,0,1,60001 - 80000,F,Twenties,GERMANY,Audiologists,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,60001 - 80000,F,Twenties,UNITED STATES,"Special Education Teachers, Secondary School",3
TOYOTA,MATRIX,2009,10001.0,1,1,60001 - 80000,M,Twenties,JAPAN,Signal and Track Switch Repairers,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,60001 - 80000,F,Fifties,UNITED STATES,Occupational Health and Safety Specialists and Technicians,3
JEEP,LIBERTY,2011,15001.0,0,1,60001 - 80000,F,Twenties,UNITED STATES,Diagnostic Medical Sonographers,3
TOYOTA,PRIUS,2011,20001.0,1,1,200001+,M,Forties,JAPAN,General Internal Medicine Physicians,3
CHEVROLET,CAPTIVA SPORT,2013,20001.0,1,1,80001 - 100000,U,Forties,UNITED STATES,Financial Examiners,3
LEXUS,CT 200H,2012,30001.0,1,0,100001 - 120000,M,Forties,JAPAN,Aerospace Engineers,3
TOYOTA,MATRIX,2010,10001.0,0,1,60001 - 80000,M,Thirties,JAPAN,Surveyors,3
INFINITI,FX35,2009,25001.0,1,1,60001 - 80000,M,Twenties,JAPAN,"Farmers, Ranchers, and Other Agricultural Managers",3
MINI,COOPER,2010,15001.0,1,1,140001 - 160000,M,Sixties,UNITED KINGDOM,Computer and Information Systems Managers,3
TOYOTA,YARIS,2012,10001.0,1,1,80001 - 100000,F,Thirties,JAPAN,"Social Scientists and Related Workers, All Other",3
NISSAN,CUBE,2012,15001.0,1,1,180001 - 200000,M,Forties,JAPAN,Chief Executives,3
INFINITI,FX35,2009,20001.0,0,1,60001 - 80000,M,Thirties,JAPAN,"Career/Technical Education Teachers, Secondary School",3
BMW,128,2009,20001.0,0,1,140001 - 160000,M,Fifties,GERMANY,Computer and Information Systems Managers,3
TOYOTA,PRIUS,2008,15001.0,1,1,80001 - 100000,F,Fifties,JAPAN,Management Analysts,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,60001 - 80000,M,Sixties,UNITED STATES,"Surveyors, Cartographers, and Photogrammetrists",3
JEEP,LIBERTY,2012,15001.0,1,1,60001 - 80000,M,Twenties,UNITED STATES,"Art, Drama, and Music Teachers, Postsecondary",3
TOYOTA,PRIUS,2010,20001.0,1,1,140001 - 160000,M,Forties,JAPAN,Architectural and Engineering Managers,3
BMW,128,2012,25001.0,1,1,60001 - 80000,U,Twenties,GERMANY,Urban and Regional Planners,3
JEEP,LIBERTY,2012,15001.0,0,1,140001 - 160000,M,Unknown,UNITED STATES,Dentists,3
JEEP,LIBERTY,2012,15001.0,1,1,80001 - 100000,M,Thirties,UNITED STATES,Medical Scientists,3
MINI,COOPER,2006,15001.0,1,1,100001 - 120000,F,Thirties,UNITED KINGDOM,"Judges, Magistrates, and Other Judicial Workers",3
TOYOTA,PRIUS,2013,25001.0,1,1,140001 - 160000,F,Sixties,JAPAN,"Dentists, General",3
TOYOTA,PRIUS,2010,20001.0,0,1,100001 - 120000,U,Forties,JAPAN,Economists,3
TOYOTA,YARIS,2012,10001.0,0,1,60001 - 80000,M,Fifties,JAPAN,First-Line Supervisors of Production and Operating Workers,3
DODGE,MAGNUM,2006,15001.0,1,1,180001 - 200000,M,Thirties,UNITED STATES,Chief Executives,3
MINI,COOPER,2010,20001.0,1,1,140001 - 160000,M,Fifties,UNITED KINGDOM,"Dentists, All Other Specialists",3
VOLKSWAGEN,GTI,2012,20001.0,1,1,60001 - 80000,F,Unknown,GERMANY,Dietitians and Nutritionists,3
JEEP,LIBERTY,2012,20001.0,1,1,60001 - 80000,M,Twenties,UNITED STATES,"Architects, Except Naval",3
NISSAN,CUBE,2011,10001.0,0,1,80001 - 100000,M,Thirties,JAPAN,Materials Engineers,3
HONDA,FIT,2008,10001.0,1,1,60001 - 80000,F,Forties,JAPAN,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",3
TOYOTA,PRIUS,2013,25001.0,0,1,60001 - 80000,M,Thirties,JAPAN,Artists and Related Workers,3
TOYOTA,PRIUS,2010,20001.0,1,1,60001 - 80000,F,Fifties,JAPAN,"Library Science Teachers, Postsecondary",3
MINI,COOPER,2008,15001.0,1,1,100001 - 120000,M,Forties,UNITED KINGDOM,Economists,3
JEEP,LIBERTY,2012,15001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,Locomotive Engineers,3
TOYOTA,PRIUS,2010,20001.0,1,1,200001+,M,Fifties,JAPAN,General Internal Medicine Physicians,3
TOYOTA,PRIUS,2010,25001.0,1,1,100001 - 120000,M,Thirties,JAPAN,Nuclear Engineers,3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,M,Twenties,JAPAN,Social and Community Service Managers,3
CHEVROLET,VOLT,2012,25001.0,0,1,60001 - 80000,U,Thirties,UNITED STATES,Public Relations Specialists,3
TOYOTA,PRIUS,2011,20001.0,1,1,200001+,M,Twenties,JAPAN,Family Medicine Physicians,3
JEEP,LIBERTY,2012,20001.0,0,1,200001+,M,Forties,UNITED STATES,Family Medicine Physicians,3
JEEP,LIBERTY,2012,15001.0,0,1,80001 - 100000,M,Fifties,UNITED STATES,Computer and Information Analysts,3
TOYOTA,PRIUS,2008,15001.0,1,1,200001+,M,Forties,JAPAN,Family Medicine Physicians,3
TOYOTA,PRIUS,2010,20001.0,1,1,100001 - 120000,M,Thirties,JAPAN,Nurse Practitioners,3
JEEP,LIBERTY,2012,15001.0,1,1,140001 - 160000,F,Forties,UNITED STATES,"Dentists, General",3
TOYOTA,PRIUS,2010,20001.0,1,1,80001 - 100000,M,Thirties,JAPAN,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",3
JEEP,LIBERTY,2011,15001.0,1,1,60001 - 80000,M,Forties,UNITED STATES,"Sociology Teachers, Postsecondary",3
TOYOTA,PRIUS,2010,15001.0,1,1,100001 - 120000,F,Thirties,JAPAN,General and Operations Managers,3
VOLKSWAGEN,GTI,2008,15001.0,0,1,200001+,M,Fifties,GERMANY,Family Medicine Physicians,3
TOYOTA,PRIUS,2011,15001.0,1,1,80001 - 100000,M,Forties,JAPAN,Geographers,3
JEEP,LIBERTY,2012,15001.0,0,1,80001 - 100000,U,Forties,UNITED STATES,"Geography Teachers, Postsecondary",3
TOYOTA,PRIUS C,2012,20001.0,0,1,80001 - 100000,M,Twenties,JAPAN,Engineers,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,Construction and Building Inspectors,3
INFINITI,FX35,2011,35001.0,1,1,100001 - 120000,M,Forties,JAPAN,Optometrists,3
HONDA,FIT,2013,15001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Commercial Pilots,3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Financial Examiners,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,F,Forties,JAPAN,Cartographers and Photogrammetrists,3
VOLKSWAGEN,GTI,2011,20001.0,1,1,60001 - 80000,M,Twenties,GERMANY,Stationary Engineers and Boiler Operators,3
HONDA,CR-Z,2012,15001.0,1,1,60001 - 80000,M,Forties,JAPAN,First-Line Supervisors of Firefighting and Prevention Workers,3
NISSAN,MURANO CROSS CABRIOLET,2011,30001.0,0,1,100001 - 120000,M,Fifties,JAPAN,Physician Assistants,3
VOLKSWAGEN,GTI,2013,20001.0,1,1,80001 - 100000,M,Fifties,GERMANY,Mathematical Science Occupations,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,1,1,60001 - 80000,F,Fifties,UNITED STATES,"English Language and Literature Teachers, Postsecondary",3
LEXUS,CT 200H,2011,20001.0,0,1,60001 - 80000,F,Unknown,JAPAN,"Farmers, Ranchers, and Other Agricultural Managers",3
TOYOTA,PRIUS,2013,20001.0,1,1,120001 - 140000,F,Forties,JAPAN,Pharmacists,3
LEXUS,CT 200H,2011,25001.0,1,1,0 - 20000,M,Eighties,JAPAN,Parking Attendants,3
MITSUBISHI,ECLIPSE,2011,15001.0,0,1,60001 - 80000,M,Twenties,JAPAN,Insurance Underwriters,3
VOLKSWAGEN,GTI,2010,15001.0,1,1,60001 - 80000,F,Thirties,GERMANY,Budget Analysts,3
MINI,COOPER,2012,25001.0,1,1,200001+,M,Forties,UNITED KINGDOM,General Internal Medicine Physicians,3
BMW,128,2009,20001.0,1,1,60001 - 80000,U,Fifties,GERMANY,Railroad Conductors and Yardmasters,3
JEEP,LIBERTY,2008,15001.0,0,1,180001 - 200000,U,Thirties,UNITED STATES,Chief Executives,3
JEEP,LIBERTY,2010,15001.0,1,1,60001 - 80000,M,Twenties,UNITED STATES,Stationary Engineers and Boiler Operators,3
LEXUS,RX 330,2006,20001.0,1,1,80001 - 100000,M,Forties,JAPAN,Computer and Information Analysts,3
TOYOTA,PRIUS,2010,20001.0,1,1,80001 - 100000,F,Forties,JAPAN,Social Scientists and Related Workers,3
TOYOTA,YARIS,2010,10001.0,0,1,60001 - 80000,U,Twenties,JAPAN,Artists and Related Workers,3
TOYOTA,PRIUS V,2012,20001.0,1,1,60001 - 80000,M,Forties,JAPAN,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",3
INFINITI,FX50,2011,35001.0,0,1,80001 - 100000,M,Thirties,JAPAN,Environmental Engineers,3
TOYOTA,PRIUS,2010,20001.0,0,0,100001 - 120000,M,Fifties,JAPAN,Aerospace Engineers,3
HONDA,FIT,2010,10001.0,0,1,100001 - 120000,F,Sixties,JAPAN,"Judges, Magistrates, and Other Judicial Workers",3
VOLKSWAGEN,GOLF,2012,25001.0,0,1,80001 - 100000,M,Forties,GERMANY,Environmental Engineers,3
SUBARU,OUTBACK,2011,20001.0,1,1,100001 - 120000,M,Thirties,JAPAN,General and Operations Managers,3
TOYOTA,PRIUS,2012,20001.0,1,1,180001 - 200000,M,Forties,JAPAN,Chief Executives,3
JEEP,LIBERTY,2011,15001.0,0,1,80001 - 100000,F,Forties,UNITED STATES,"Business Teachers, Postsecondary",3
BMW,128,2011,30001.0,1,1,200001+,M,Fifties,GERMANY,General Internal Medicine Physicians,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,Miscellaneous Plant and System Operators,3
BMW,128,2008,20001.0,0,1,60001 - 80000,M,Twenties,GERMANY,"Sociology Teachers, Postsecondary",3
TOYOTA,PRIUS,2011,20001.0,0,1,60001 - 80000,M,Thirties,JAPAN,"Secondary School Teachers, Except Special and Career/Technical Education",3
VOLVO,C30,2013,25001.0,0,1,60001 - 80000,M,Sixties,SWEDEN,"Environmental Scientists and Specialists, Including Health",3
TOYOTA,PRIUS,2013,25001.0,1,1,100001 - 120000,F,Forties,JAPAN,General and Operations Managers,3
INFINITI,FX35,2012,35001.0,1,1,200001+,F,Forties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
TOYOTA,PRIUS V,2012,25001.0,1,1,160001 - 180000,M,Thirties,JAPAN,Nurse Anesthetists,3
VOLVO,C30,2008,15001.0,0,1,100001 - 120000,M,Forties,SWEDEN,Optometrists,3
JEEP,LIBERTY,2012,15001.0,1,1,100001 - 120000,F,Thirties,UNITED STATES,Nurse Midwives,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,F,Thirties,JAPAN,Diagnostic Medical Sonographers,3
TOYOTA,YARIS,2011,10001.0,0,1,200001+,F,Thirties,JAPAN,General Internal Medicine Physicians,3
JEEP,LIBERTY,2012,15001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,Ship and Boat Captains and Operators,3
INFINITI,FX35,2012,35001.0,0,1,80001 - 100000,M,Forties,JAPAN,"Data Scientists and Mathematical Science Occupations, All Other",3
JEEP,LIBERTY,2010,15001.0,0,1,100001 - 120000,M,Forties,UNITED STATES,"Engineering Teachers, Postsecondary",3
BMW,135,2008,20001.0,0,1,200001+,M,Fifties,GERMANY,General Internal Medicine Physicians,3
TOYOTA,PRIUS,2010,20001.0,1,1,60001 - 80000,F,Twenties,JAPAN,Electrical Power-Line Installers and Repairers,3
TOYOTA,PRIUS C,2013,20001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Atmospheric and Space Scientists,3
TOYOTA,PRIUS,2010,15001.0,1,1,100001 - 120000,F,Twenties,JAPAN,Human Resources Managers,3
INFINITI,FX35,2010,30001.0,1,1,200001+,F,Forties,JAPAN,Family Medicine Physicians,3
HONDA,FIT,2012,15001.0,1,1,80001 - 100000,U,Thirties,JAPAN,Engineers,3
SUBARU,OUTBACK,2011,15001.0,1,1,60001 - 80000,F,Fifties,JAPAN,"Supervisors of Installation, Maintenance, and Repair Workers",3
BMW,128,2011,25001.0,1,1,140001 - 160000,M,Forties,GERMANY,Dentists,3
JEEP,LIBERTY,2012,15001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,Market Research Analysts and Marketing Specialists,3
MINI,COOPER,2009,20001.0,1,1,200001+,M,Forties,UNITED KINGDOM,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
CHEVROLET,VOLT,2011,25001.0,1,1,120001 - 140000,M,Thirties,UNITED STATES,Computer and Information Research Scientists,3
TOYOTA,PRIUS C,2012,15001.0,0,1,80001 - 100000,F,Forties,JAPAN,First-Line Supervisors of Police and Detectives,3
JEEP,LIBERTY,2011,15001.0,0,1,60001 - 80000,M,Fifties,UNITED STATES,Pile Driver Operators,3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,F,Thirties,JAPAN,Psychologists,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,120001 - 140000,F,Forties,UNITED STATES,Natural Sciences Managers,3
MITSUBISHI,ECLIPSE,2012,15001.0,0,1,60001 - 80000,F,Fifties,JAPAN,Avionics Technicians,3
JEEP,LIBERTY,2012,15001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,Financial Examiners,3
SUBARU,OUTBACK,2011,25001.0,1,1,60001 - 80000,F,Thirties,JAPAN,Producers and Directors,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,M,Twenties,JAPAN,Urban and Regional Planners,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,F,Forties,JAPAN,Occupational Health and Safety Specialists and Technicians,3
HONDA,FIT,2010,10001.0,1,1,60001 - 80000,M,Twenties,JAPAN,Human Resources Workers,3
JEEP,LIBERTY,2009,15001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,Railroad Conductors and Yardmasters,3
