subsequent_purchases,purchase_model,purchase_make,purchase_vehicle_year,purchase_price_LB,purchase_price_UB,trade_in,vehicle_financing,customer_age,customer_income,customer_gender,customer_previous_purchase,customer_distance_to_dealer,post_purchase_satisfaction,vehicle_warranty_used,AgeBin,purchase_class,made_in,job_assign,purchase_price
6,C250,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6,C350,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6,OPTIMA HYBRID,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,XTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,SILVERADO 2500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,SEDONA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,SEBRING,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,SC 430,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,S550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,S40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,S4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,S350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,RX-8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,RX 450H,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,ROUTAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,RL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,RIO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,RDX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,R350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,R32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,QUEST,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,PACIFICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,SIERRA 3500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,SKY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,XL-7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,SLK280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,XJ8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,XC90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,X6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,VIBE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,UPLANDER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,TUCSON,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,TT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,TSX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,TRANSIT CONNECT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,TOWN CAR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,TOUAREG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,TORRENT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,SX4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,SUBURBAN 1500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,SPECTRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,SONOMA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,SOLARA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,OUTLANDER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,NAVIGATOR L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,MX-5 MIATA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,HS 250H,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,H3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,GRAND AM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,GALANT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,FX37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,FRONTIER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,FLEX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,FIT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,F350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,ES 330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,ES 300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,EQUUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,ENVOY XUV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,ENVOY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,E63 AMG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,E550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,E320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,E-350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,HIGHLANDER HYBRID,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,ILX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,DAKOTA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,ION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,MR2 SPYDER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,MOUNTAINEER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,MONTEGO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,MKZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,MKX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,MDX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,MAZDA2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,MATRIX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,MARINER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,MAGNUM SRT-8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,M35H,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,M35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,M3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,LX 570,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,LESABRE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,LAND CRUISER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,LACROSSE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,DTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,CROWN VICTORIA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,CR-Z,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,COLORADO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,CLK350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,CL600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,CC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,CAYENNE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,CAVALIER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,CANYON,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,CAMRY HYBRID,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,C70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,C30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,BOXSTER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,AZERA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,AURA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,ALTIMA HYBRID,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,ACCORD CROSSTOUR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,A6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,A3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,ALTIMA,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
7,MALIBU,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
7,COROLLA,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
7,CAMRY,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
7,FUSION,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
7,ESCAPE,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
7,ACCORD,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
7,SENTRA,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,VERSA,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,CIVIC,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,MUSTANG,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,MAZDA6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,IMPALA,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,SILVERADO 1500,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
7,GRAND CARAVAN,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
7,AVENGER,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
7,SONATA,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
7,F150,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
7,EDGE,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
7,JETTA,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
7,328,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
7,MAZDA3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
7,PRIUS,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
7,JOURNEY,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
7,TAURUS,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
7,C300,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
7,RAV4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7,CTS,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7,WRANGLER,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7,EXPLORER,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7,ELANTRA,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7,FOCUS,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7,HIGHLANDER,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7,GRAND CHEROKEE,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,TUNDRA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,CAMARO,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,CR-V,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,SANTA FE,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,CHARGER,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,RAM 1500,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,TOWN AND COUNTRY,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,A4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,MAXIMA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,200,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,EQUINOX,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,MURANO,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,YARIS,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,TAHOE,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,PASSAT,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,OPTIMA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,PILOT,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,ROGUE,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,TACOMA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,ACCENT,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,LIBERTY,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,ODYSSEY,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,TL,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,G37,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,FIESTA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,SRX,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,SOUL,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,4RUNNER,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,300,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,SUBURBAN 1500,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,CX-7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,CROWN VICTORIA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,CORVETTE,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,COOPER,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,ROUTAN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,CC,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,CAPTIVA SPORT,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,FRONTIER,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,CALIBER,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,RANGER,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,CRUZE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,CR-Z,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,CUBE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,SIENNA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,RX 350,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,FIT,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,FORTWO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,PATRIOT,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,PATHFINDER,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,ECLIPSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,MKZ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,MDX,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,ACCORD CROSSTOUR,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,ACADIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,TRAVERSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,BEETLE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,AVEO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,SORENTO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,OUTLANDER,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,OUTBACK,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,ML350,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,LS 430,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,IS 250,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,RIO,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,RAM 2500,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,PT CRUISER,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,ELEMENT,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,E350,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,ES 350,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,FORESTER,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,FORTE,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,FJ CRUISER,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,EXPLORER SPORT TRAC,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,YUKON,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,XTERRA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,XB,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,TC,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,SOLARA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,X3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,UPLANDER,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,TSX,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,335,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,128,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,325,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,CLK320,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,COMPASS,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,VENZA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,VUE,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,VOLT,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,VERACRUZ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,X5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,Z4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,XC70,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,XD,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,GENESIS,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,GL550,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,GTI,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,H3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,HHR,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,AVALANCHE 1500,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,ASPEN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,A3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,FX35,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,COBALT,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,DURANGO,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,ENCLAVE,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,CHALLENGER SRT-8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,CHALLENGER,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,CARAVAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,EX35,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,LR2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,M3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,SEQUOIA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,SIERRA 1500,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,SKY,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,TERRAIN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,TIGUAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,MAZDA5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,MILAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,535,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,MKT,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,MKX,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,528,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,MX-5 MIATA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,135,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,REGAL,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,C30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,COMMANDER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,COLORADO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,CLK350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,CL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,CIVIC HYBRID,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,CANYON,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,CAMRY HYBRID,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,C70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,C250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,BRZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,AZERA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,AVALON,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,ASTRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,ARMADA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,AMANTI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,A5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,530,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,CROSSFIRE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,CT 200H,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,CX-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,CX-9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,GLK350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,GL320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,GALANT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,G8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,G35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,G25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,FX45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,FLEX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,FIVE HUNDRED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,EXPEDITION EL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,EXPEDITION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,ESCALADE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,ES 330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,ES 300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,ENTOURAGE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,E-250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,DART,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,350Z,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,300 C SRT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,GOLF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,GX 470,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,IMPREZA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,YUKON XL 1500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,XL-7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,XKR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
